uidA	uidB	aliasA	aliasB	method	author	pmids	taxa	taxb	interactionType	sourcedb	confidence	numParticipants	GeneNameA	GeneNameB
Q06706	Q02908	elp1_yeast	elp3_yeast	psi-mi:"MI:0071"(molecular sieving)	Winkler et al. (2001)	pubmed:11435442|imex:IM-19719	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.94	2	IKI3	ELP3
Q06706	Q02884	elp1_yeast	elp4_yeast	psi-mi:"MI:0071"(molecular sieving)	Winkler et al. (2001)	pubmed:11435442|imex:IM-19719	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.94	2	IKI3	ELP4
Q06706	P38874	elp1_yeast	elp5_yeast	psi-mi:"MI:0071"(molecular sieving)	Winkler et al. (2001)	pubmed:11435442|imex:IM-19719	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.94	2	IKI3	IKI1
Q06706	Q04868	elp1_yeast	elp6_yeast	psi-mi:"MI:0071"(molecular sieving)	Winkler et al. (2001)	pubmed:11435442|imex:IM-19719	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.84	2	IKI3	ELP6
Q06706	P42935	elp1_yeast	elp2_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2001)	pubmed:11689709|imex:IM-19720	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.95	2	IKI3	ELP2
Q06706	P38874	elp1_yeast	elp5_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2001)	pubmed:11689709|imex:IM-19720	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.94	2	IKI3	IKI1
Q06706	Q04868	elp1_yeast	elp6_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2001)	pubmed:11689709|imex:IM-19720	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.84	2	IKI3	ELP6
Q06706	Q02884	elp1_yeast	elp4_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2001)	pubmed:11689709|imex:IM-19720	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.94	2	IKI3	ELP4
Q06706	Q02908	elp1_yeast	elp3_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2001)	pubmed:11689709|imex:IM-19720	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.94	2	IKI3	ELP3
P42935	Q02908	elp2_yeast	elp3_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2001)	pubmed:11689709|imex:IM-19720	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.86	2	ELP2	ELP3
P42935	Q06706	elp2_yeast	elp1_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2001)	pubmed:11689709|imex:IM-19720	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.95	2	ELP2	IKI3
P42935	Q04868	elp2_yeast	elp6_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2001)	pubmed:11689709|imex:IM-19720	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.56	2	ELP2	ELP6
P42935	Q02884	elp2_yeast	elp4_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2001)	pubmed:11689709|imex:IM-19720	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.81	2	ELP2	ELP4
P42935	P38874	elp2_yeast	elp5_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2001)	pubmed:11689709|imex:IM-19720	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.75	2	ELP2	IKI1
Q02908	P42935	elp3_yeast	elp2_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2001)	pubmed:11689709|imex:IM-19720	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.86	2	ELP3	ELP2
Q02908	Q06706	elp3_yeast	elp1_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2001)	pubmed:11689709|imex:IM-19720	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.94	2	ELP3	IKI3
Q02908	P38874	elp3_yeast	elp5_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2001)	pubmed:11689709|imex:IM-19720	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.81	2	ELP3	IKI1
Q02908	Q02884	elp3_yeast	elp4_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2001)	pubmed:11689709|imex:IM-19720	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.80	2	ELP3	ELP4
Q02908	Q04868	elp3_yeast	elp6_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2001)	pubmed:11689709|imex:IM-19720	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.74	2	ELP3	ELP6
Q02884	Q02908	elp4_yeast	elp3_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2001)	pubmed:11689709|imex:IM-19720	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.80	2	ELP4	ELP3
Q02884	P42935	elp4_yeast	elp2_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2001)	pubmed:11689709|imex:IM-19720	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.81	2	ELP4	ELP2
Q02884	P38874	elp4_yeast	elp5_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2001)	pubmed:11689709|imex:IM-19720	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.92	2	ELP4	IKI1
Q02884	Q04868	elp4_yeast	elp6_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2001)	pubmed:11689709|imex:IM-19720	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.90	2	ELP4	ELP6
Q02884	Q06706	elp4_yeast	elp1_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2001)	pubmed:11689709|imex:IM-19720	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.94	2	ELP4	IKI3
P38874	Q02908	elp5_yeast	elp3_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2001)	pubmed:11689709|imex:IM-19720	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.81	2	IKI1	ELP3
P38874	P42935	elp5_yeast	elp2_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2001)	pubmed:11689709|imex:IM-19720	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.75	2	IKI1	ELP2
P38874	Q06706	elp5_yeast	elp1_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2001)	pubmed:11689709|imex:IM-19720	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.94	2	IKI1	IKI3
P38874	Q02884	elp5_yeast	elp4_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2001)	pubmed:11689709|imex:IM-19720	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.92	2	IKI1	ELP4
P38874	Q04868	elp5_yeast	elp6_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2001)	pubmed:11689709|imex:IM-19720	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.87	2	IKI1	ELP6
Q06706	Q02884	elp1_yeast	elp4_yeast	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Petrakis et al. (2004)	pubmed:15138274|imex:IM-19261	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.94	2	IKI3	ELP4
Q06706	Q04868	elp1_yeast	elp6_yeast	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Petrakis et al. (2004)	pubmed:15138274|imex:IM-19261	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.84	2	IKI3	ELP6
Q06706	Q02908	elp1_yeast	elp3_yeast	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Petrakis et al. (2004)	pubmed:15138274|imex:IM-19261	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.94	2	IKI3	ELP3
Q06706	P42935	elp1_yeast	elp2_yeast	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Petrakis et al. (2004)	pubmed:15138274|imex:IM-19261	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.95	2	IKI3	ELP2
Q06706	P38874	elp1_yeast	elp5_yeast	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Petrakis et al. (2004)	pubmed:15138274|imex:IM-19261	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.94	2	IKI3	IKI1
Q02884	P42935	elp4_yeast	elp2_yeast	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Petrakis et al. (2004)	pubmed:15138274|imex:IM-19261	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.81	2	ELP4	ELP2
Q02884	Q02908	elp4_yeast	elp3_yeast	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Petrakis et al. (2004)	pubmed:15138274|imex:IM-19261	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.80	2	ELP4	ELP3
Q02884	Q06706	elp4_yeast	elp1_yeast	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Petrakis et al. (2004)	pubmed:15138274|imex:IM-19261	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.94	2	ELP4	IKI3
Q02884	P38874	elp4_yeast	elp5_yeast	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Petrakis et al. (2004)	pubmed:15138274|imex:IM-19261	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.92	2	ELP4	IKI1
Q02884	Q04868	elp4_yeast	elp6_yeast	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Petrakis et al. (2004)	pubmed:15138274|imex:IM-19261	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.90	2	ELP4	ELP6
Q02884	P38874	elp4_yeast	elp5_yeast	psi-mi:"MI:0018"(two hybrid)	Petrakis et al. (2004)	pubmed:15138274|imex:IM-19261	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.92	2	ELP4	IKI1
P38874	Q02884	elp5_yeast	elp4_yeast	psi-mi:"MI:0018"(two hybrid)	Petrakis et al. (2004)	pubmed:15138274|imex:IM-19261	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.92	2	IKI1	ELP4
P38874	Q04868	elp5_yeast	elp6_yeast	psi-mi:"MI:0096"(pull down)	Petrakis et al. (2004)	pubmed:15138274|imex:IM-19261	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.87	2	IKI1	ELP6
Q06706	P42935	elp1_yeast	elp2_yeast	psi-mi:"MI:0415"(enzymatic study)	Petrakis et al. (2004)	pubmed:15138274|imex:IM-19261	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.95	2	IKI3	ELP2
Q06706	Q02908	elp1_yeast	elp3_yeast	psi-mi:"MI:0415"(enzymatic study)	Petrakis et al. (2004)	pubmed:15138274|imex:IM-19261	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.94	2	IKI3	ELP3
Q06706	Q02884	elp1_yeast	elp4_yeast	psi-mi:"MI:0415"(enzymatic study)	Petrakis et al. (2004)	pubmed:15138274|imex:IM-19261	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.94	2	IKI3	ELP4
